total_sqft_cleaned,bath,bhk,availability_encoded,balcony,price_per_sqft,location_reduced,price
1440.0,2.0,2.0,1,2.0,6805.555555555556,other,98.0
650.0,1.0,1.0,1,2.0,5846.153846153846,other,38.0
764.0,1.0,1.0,0,1.0,4188.48167539267,Budigere,32.0
900.0,4.0,5.0,1,0.0,10000.0,other,90.0
1693.0,3.0,3.0,1,3.0,3389.84051978736,Raja Rajeshwari Nagar,57.39
1445.0,3.0,3.0,1,2.0,4498.269896193771,Hoodi,65.0
900.0,1.0,2.0,0,0.0,5000.0,Kanakpura Road,45.0
1030.0,2.0,2.0,1,2.0,5339.805825242718,other,55.0
1381.0,2.0,3.0,1,2.0,3800.1448225923245,Yelahanka,52.48
1100.0,2.0,2.0,1,1.0,5454.545454545455,other,60.0
1575.0,3.0,3.0,1,2.0,4215.238095238095,Hoodi,66.39
1200.0,2.0,2.0,1,1.0,5416.666666666667,Thigalarapalya,65.0
1200.0,2.0,2.0,1,2.0,3600.0,Begur Road,43.2
1080.0,2.0,2.0,1,2.0,7407.407407407408,other,80.0
2280.0,5.0,5.0,1,2.0,8771.929824561403,other,200.0
1360.0,2.0,3.0,0,2.0,6250.0,Akshaya Nagar,85.0
1865.0,3.0,3.0,0,1.0,6648.793565683646,Jakkur,124.0
1157.0,2.0,3.0,0,1.0,6482.281763180639,Sarjapur  Road,75.0
674.0,2.0,2.0,1,1.0,4302.670623145401,other,29.0
1405.0,2.0,3.0,1,1.0,5551.601423487545,Whitefield,78.0
1160.0,2.0,2.0,1,2.0,3800.0,Begur Road,44.08
1600.0,3.0,4.0,1,1.0,10750.0,other,172.0
1790.0,3.0,3.0,0,2.0,7094.972067039106,Hebbal,127.0
1128.0,2.0,2.0,0,1.0,5820.035460992909,Electronic City,65.65
1180.0,2.0,2.0,1,1.0,5932.203389830508,Panathur,70.0
1450.0,2.0,3.0,1,2.0,5862.068965517241,other,85.0
340.0,1.0,1.0,0,1.0,2941.176470588235,Kengeri,10.0
2000.0,3.0,4.0,1,1.0,8300.0,other,166.0
1050.0,2.0,2.0,1,2.0,5095.238095238095,Rachenahalli,53.5
1125.0,2.0,2.0,1,2.0,3555.5555555555557,Varthur,40.0
1246.0,2.0,2.0,1,1.0,5457.463884430176,other,68.0
1372.0,2.0,2.0,1,1.0,4446.064139941691,HSR Layout,61.0
1330.0,2.0,3.0,1,1.0,4210.526315789473,Uttarahalli,56.0
2465.0,5.0,3.0,0,2.0,9492.90060851927,other,234.0
1300.0,2.0,2.0,1,3.0,4230.7692307692305,other,55.0
1420.0,1.0,2.0,1,0.0,15492.957746478873,other,220.0
810.0,4.0,4.0,1,1.0,6172.83950617284,other,50.0
1065.0,2.0,2.0,1,1.0,3286.3849765258215,other,35.0
700.0,2.0,2.0,1,0.0,3857.1428571428573,other,27.0
1050.0,2.0,2.0,1,1.0,4285.714285714285,other,45.0
1250.0,3.0,3.0,0,3.0,3160.0,other,39.5
865.0,2.0,2.0,1,0.0,4855.491329479769,Electronic City,42.0
1200.0,2.0,2.0,1,2.0,3666.6666666666665,Uttarahalli,44.0
1756.0,3.0,3.0,1,3.0,5694.760820045558,other,100.0
750.0,8.0,9.0,1,2.0,20000.0,Malleshwaram,150.0
628.0,1.0,1.0,1,1.0,3821.6560509554142,Yelahanka,24.0
1200.0,6.0,7.0,1,2.0,16250.0,other,195.0
1207.0,2.0,2.0,1,2.0,5219.552609776305,other,63.0
1765.0,3.0,3.0,1,1.0,7082.152974504249,other,125.0
1130.0,2.0,2.0,0,1.0,2888.495575221239,Electronic City,32.64
1532.0,3.0,3.0,0,3.0,6005.221932114882,other,92.0
1650.0,3.0,3.0,1,0.0,6666.666666666667,other,110.0
1200.0,4.0,4.0,0,2.0,8750.0,other,105.0
804.1,2.0,2.0,0,1.0,8592.214898644446,other,69.09
1200.0,2.0,2.0,0,2.0,6250.0,other,75.0
1197.0,2.0,2.0,1,2.0,4177.109440267335,Kengeri,50.0
1200.0,2.0,2.0,1,2.0,5500.0,other,66.0
1385.0,2.0,3.0,1,2.0,3500.361010830325,Uttarahalli,48.48
1010.0,2.0,2.0,1,3.0,14653.465346534653,other,148.0
2225.0,3.0,3.0,1,3.0,5168.539325842697,Whitefield,115.0
1180.0,2.0,2.0,1,2.0,4067.7966101694915,other,48.0
1525.0,2.0,3.0,1,3.0,8000.0,other,122.0
1100.0,2.0,2.0,1,2.0,2863.6363636363635,other,31.5
1435.0,3.0,3.0,1,3.0,4878.048780487805,other,70.0
400.0,1.0,1.0,1,1.0,3500.0,other,14.0
1200.0,2.0,2.0,1,2.0,4166.666666666667,other,50.0
1272.0,2.0,2.0,0,1.0,7472.4842767295595,Whitefield,95.05
1205.0,2.0,2.0,1,1.0,3236.514522821577,Whitefield,39.0
980.0,2.0,2.0,1,1.0,4081.6326530612246,other,40.0
1225.0,2.0,2.0,0,2.0,3825.3061224489797,other,46.86
1541.0,3.0,3.0,1,1.0,4672.290720311486,Whitefield,72.0
1610.0,2.0,3.0,1,2.0,6894.409937888198,Ramagondanahalli,111.0
1694.0,2.0,2.0,1,2.0,7378.984651711924,Jalahalli,125.0
600.0,3.0,3.0,1,2.0,12500.0,other,75.0
950.0,2.0,2.0,1,1.0,4105.263157894737,other,39.0
1560.0,2.0,3.0,1,3.0,4230.7692307692305,other,66.0
1201.0,2.0,2.0,1,2.0,2248.1265611990007,Chandapura,27.0
1500.0,2.0,2.0,1,1.0,4000.0,Chandapura,60.0
1785.0,3.0,3.0,1,2.0,4201.680672268908,other,75.0
1258.0,2.0,2.0,1,1.0,5050.079491255962,Raja Rajeshwari Nagar,63.53
910.0,2.0,2.0,1,2.0,4615.384615384615,Electronic City,42.0
1297.0,2.0,2.0,1,2.0,8635.312259059368,Thigalarapalya,112.0
1291.0,2.0,2.0,1,3.0,3795.5073586367157,other,49.0
1070.0,2.0,2.0,1,2.0,3925.233644859813,other,42.0
1012.0,2.0,2.0,1,1.0,6571.146245059289,Varthur,66.5
1260.0,2.0,2.0,1,3.0,4571.428571428572,other,57.6
1282.0,2.0,2.0,1,2.0,5616.224648985959,Sarjapur  Road,72.0
1843.0,3.0,3.0,1,2.0,5000.0,Kanakpura Road,92.15
2400.0,3.0,4.0,1,2.0,8333.333333333334,other,200.0
3356.0,5.0,5.0,1,2.0,3128.7246722288437,other,105.0
2790.0,5.0,4.0,0,3.0,7096.774193548387,Hebbal,198.0
1330.0,2.0,2.0,1,1.0,6539.849624060151,other,86.98
1400.0,2.0,3.0,1,1.0,5214.285714285715,other,73.0
1192.0,2.0,2.0,0,1.0,5956.375838926175,Whitefield,71.0
1000.0,2.0,2.0,1,1.0,13000.0,other,130.0
1297.0,2.0,2.0,1,2.0,7941.403238242097,Thigalarapalya,103.0
615.0,1.0,1.0,0,0.0,2900.0,Sarjapur  Road,17.835
1490.0,3.0,3.0,0,2.0,6711.4093959731545,other,100.0
1373.0,3.0,3.0,1,2.0,5243.991260014566,other,72.0
1035.0,2.0,2.0,1,1.0,3999.0338164251207,7th Phase JP Nagar,41.39
3750.0,4.0,4.0,1,0.0,5600.0,other,210.0
1010.0,2.0,2.0,1,1.0,3999.009900990099,other,40.39
1195.0,2.0,2.0,1,1.0,3514.644351464435,Sarjapur,42.0
1750.0,3.0,3.0,1,2.0,5428.571428571428,HSR Layout,95.0
1052.0,2.0,2.0,1,2.0,4752.851711026616,other,50.0
1180.0,2.0,2.0,1,2.0,4915.254237288135,other,58.0
3680.0,4.0,5.0,1,2.0,11956.521739130434,other,440.0
2100.0,3.0,3.0,1,2.0,3476.190476190476,Hormavu,73.0
2863.0,4.0,4.0,0,1.0,4889.97555012225,Hoodi,140.0
1128.0,2.0,2.0,1,2.0,3390.0709219858154,Raja Rajeshwari Nagar,38.24
2700.0,3.0,3.0,1,1.0,16666.666666666668,other,450.0
1120.0,2.0,2.0,0,2.0,3000.0,JP Nagar,33.6
2424.0,3.0,3.0,1,2.0,3712.871287128713,HSR Layout,90.0
1300.0,2.0,2.0,1,1.0,4615.384615384615,other,60.0
1090.0,2.0,2.0,1,2.0,2999.0825688073396,other,32.69
2710.0,3.0,3.0,1,1.0,9261.992619926199,Yelahanka,251.0
3040.0,1.0,2.0,1,1.0,5921.0526315789475,other,180.0
1330.0,2.0,3.0,1,2.0,3500.0,Uttarahalli,46.55
1427.0,2.0,3.0,0,1.0,5650.31534688157,other,80.63
1294.0,2.0,3.0,0,2.0,3709.4281298299848,other,48.0
1580.0,3.0,3.0,1,2.0,4746.835443037975,other,75.0
400.0,5.0,5.0,1,1.0,50000.0,Uttarahalli,200.0
1808.0,4.0,3.0,1,2.0,4439.712389380531,other,80.27
3516.0,4.0,4.0,1,3.0,15358.361774744028,Rajaji Nagar,540.0
1194.0,2.0,2.0,1,2.0,3936.348408710218,other,47.0
900.0,2.0,2.0,0,1.0,5111.111111111111,Kanakpura Road,46.0
1310.0,2.0,3.0,1,3.0,3816.793893129771,other,50.0
900.0,2.0,2.0,0,1.0,5111.111111111111,Kanakpura Road,46.0
3850.0,6.0,4.0,1,3.0,5064.935064935065,other,195.0
925.0,7.0,7.0,1,3.0,9513.513513513513,other,88.0
2400.0,1.0,2.0,0,1.0,6250.0,other,150.0
1290.0,2.0,2.0,1,3.0,7751.937984496124,Koramangala,100.0
3770.0,6.0,6.0,1,3.0,2917.7718832891246,Yelahanka,110.0
1390.0,3.0,3.0,1,1.0,8633.093525179856,other,120.0
1200.0,4.0,4.0,1,2.0,6000.0,other,72.0
845.0,2.0,2.0,1,1.0,3905.3254437869823,Bisuvanahalli,33.0
1537.0,3.0,3.0,1,3.0,7807.417046193884,Yelahanka,120.0
1135.0,2.0,2.0,1,2.0,5991.1894273127755,other,68.0
1512.0,3.0,3.0,0,2.0,5011.243386243386,Hoodi,75.77
900.0,2.0,2.0,1,1.0,6111.111111111111,other,55.0
1230.0,3.0,3.0,1,3.0,4390.243902439024,Jigani,54.0
1378.0,2.0,3.0,0,3.0,3071.843251088534,other,42.33
1277.0,2.0,2.0,0,1.0,4800.313234142522,Whitefield,61.3
1985.0,4.0,3.0,0,2.0,9521.410579345089,Hebbal,189.0
8000.0,5.0,5.0,1,2.0,6250.0,Kengeri,500.0
1210.0,2.0,2.0,1,2.0,5123.966942148761,other,62.0
890.0,2.0,2.0,1,2.0,4494.38202247191,Yelahanka,40.0
2550.0,9.0,9.0,1,0.0,14117.64705882353,JP Nagar,360.0
1200.0,5.0,4.0,1,2.0,9166.666666666666,Sarjapur,110.0
3198.0,4.0,4.0,1,3.0,6253.908692933083,other,200.0
1464.0,3.0,3.0,1,2.0,3825.136612021858,other,56.0
2483.0,5.0,4.0,1,2.0,8658.880386629078,Hebbal,215.0
1550.0,4.0,4.0,1,2.0,8387.09677419355,other,130.0
4111.0,4.0,4.0,1,1.0,7540.744344441741,Sarjapur  Road,310.0
975.0,2.0,2.0,1,2.0,3846.153846153846,Electronic City,37.5
2500.0,3.0,3.0,1,1.0,10000.0,other,250.0
1690.0,3.0,3.0,1,1.0,7396.449704142012,other,125.0
1063.0,2.0,2.0,0,1.0,3000.0,Hosa Road,31.89
2572.0,3.0,3.0,1,3.0,15163.297045101088,other,390.0
2200.0,4.0,3.0,1,2.0,15909.09090909091,other,350.0
1600.0,3.0,3.0,1,0.0,5000.0,other,80.0
1250.0,3.0,3.0,0,1.0,3160.0,other,39.5
520.0,1.0,1.0,1,0.0,3750.0,other,19.5
4000.0,5.0,4.0,1,2.0,5300.0,Marathahalli,212.0
1390.0,3.0,3.0,1,2.0,4892.086330935252,other,68.0
1185.0,2.0,2.0,0,2.0,3375.5274261603377,Whitefield,40.0
1219.0,2.0,2.0,1,2.0,3937.653814602133,other,48.0
1564.0,2.0,3.0,0,1.0,5882.35294117647,other,92.0
3430.0,6.0,4.0,1,0.0,6661.807580174927,Sarjapur  Road,228.5
1100.0,2.0,2.0,1,2.0,3372.7272727272725,Hosa Road,37.1
1300.0,2.0,3.0,1,0.0,4615.384615384615,other,60.0
1600.0,2.0,3.0,1,0.0,5000.0,other,80.0
1600.0,3.0,3.0,1,2.0,4687.5,Ramamurthy Nagar,75.0
1482.0,2.0,3.0,0,1.0,6207.827260458839,Hennur Road,92.0
1000.0,4.0,3.0,0,3.0,6600.0,other,66.0
1200.0,2.0,2.0,1,3.0,4416.666666666667,other,53.0
600.0,3.0,3.0,1,2.0,12500.0,other,75.0
1200.0,2.0,2.0,1,0.0,4833.333333333333,Kengeri,58.0
600.0,4.0,6.0,1,0.0,10000.0,other,60.0
2400.0,3.0,3.0,1,0.0,6666.666666666667,Nagarbhavi,160.0
1469.0,3.0,3.0,0,1.0,6058.543226684819,Marathahalli,89.0
551.0,1.0,1.0,0,1.0,5444.64609800363,other,30.0
1160.0,2.0,2.0,0,1.0,4482.758620689655,Electronics City Phase 1,52.0
1205.0,2.0,2.0,1,1.0,6514.522821576764,other,78.5
1550.0,2.0,3.0,1,3.0,3354.8387096774195,Kasavanhalli,52.0
1745.0,3.0,3.0,1,2.0,7163.323782234957,other,125.0
1028.0,2.0,2.0,1,1.0,4085.603112840467,other,42.0
1700.0,3.0,3.0,1,1.0,10588.235294117647,other,180.0
1200.0,2.0,3.0,1,1.0,2833.3333333333335,other,34.0
2700.0,4.0,3.0,1,1.0,10000.0,other,270.0
1100.0,2.0,2.0,1,2.0,4545.454545454545,other,50.0
1200.0,3.0,2.0,1,1.0,6000.0,Ramamurthy Nagar,72.0
1269.72,2.0,2.0,1,2.0,5355.511451343603,other,68.0
1266.0,2.0,2.0,1,2.0,4660.347551342812,Electronic City Phase II,59.0
1060.0,2.0,2.0,1,1.0,5849.056603773585,other,62.0
1168.0,3.0,3.0,1,0.0,5993.1506849315065,other,70.0
1552.0,2.0,2.0,1,1.0,3286.082474226804,other,51.0
2038.5,3.0,3.0,0,0.0,5886.681383370125,other,120.0
500.0,1.0,1.0,1,1.0,3400.0,other,17.0
1080.0,2.0,2.0,1,2.0,4000.0,Hulimavu,43.2
2100.0,4.0,4.0,1,2.0,7380.952380952381,other,155.0
1300.0,2.0,2.0,1,2.0,5000.0,other,65.0
920.0,2.0,2.0,1,2.0,3586.9565217391305,Electronics City Phase 1,33.0
817.0,2.0,4.0,1,1.0,14687.882496940025,other,120.0
1310.0,2.0,2.0,1,1.0,3816.793893129771,Harlur,50.0
1650.0,2.0,3.0,1,1.0,4545.454545454545,other,75.0
1515.0,3.0,3.0,1,3.0,6200.0,other,93.93
1157.0,2.0,2.0,0,1.0,4649.956784788245,Raja Rajeshwari Nagar,53.8
2400.0,5.0,4.0,1,1.0,3541.6666666666665,other,85.0
3000.0,4.0,4.0,1,3.0,5333.333333333333,other,160.0
2200.0,2.0,3.0,1,1.0,7363.636363636364,other,162.0
1243.0,2.0,2.0,0,1.0,4666.130329847144,other,58.0
1530.0,2.0,3.0,1,2.0,4862.091503267974,Rachenahalli,74.39
2070.0,3.0,3.0,1,3.0,7826.086956521739,other,162.0
1815.0,3.0,3.0,1,2.0,4517.906336088155,Yelahanka,82.0
3900.0,4.0,4.0,1,3.0,7692.307692307692,Sarjapur  Road,300.0
1000.0,2.0,2.0,0,1.0,2888.0,Electronic City Phase II,28.88
982.0,2.0,2.0,0,2.0,2500.0,other,24.55
1232.0,2.0,2.0,1,2.0,7224.025974025974,Hennur Road,89.0
1282.0,3.0,3.0,0,2.0,13884.555382215289,other,178.0
654.0,1.0,1.0,1,1.0,5871.559633027523,Yelahanka,38.4
1181.0,2.0,2.0,1,0.0,4657.070279424217,Bannerghatta Road,55.0
1075.0,2.0,3.0,1,1.0,4186.046511627907,Bisuvanahalli,45.0
1200.0,4.0,4.0,1,2.0,20416.666666666668,other,245.0
1616.0,3.0,3.0,1,1.0,4641.089108910891,other,75.0
1800.0,6.0,5.0,1,0.0,2472.222222222222,other,44.5
1200.0,4.0,6.0,1,1.0,11250.0,other,135.0
1306.0,3.0,3.0,0,2.0,4184.532924961715,Whitefield,54.65
1626.0,3.0,3.0,1,3.0,5473.554735547355,Whitefield,89.0
2700.0,4.0,6.0,1,2.0,7925.925925925926,other,214.0
1585.0,3.0,3.0,1,2.0,5552.05047318612,Whitefield,88.0
1370.0,2.0,2.0,1,1.0,4100.0,7th Phase JP Nagar,56.17
3250.0,5.0,5.0,1,3.0,27692.30769230769,Whitefield,900.0
1495.0,2.0,2.0,1,2.0,6020.066889632107,Kanakpura Road,90.0
2000.0,3.0,3.0,1,2.0,10500.0,other,210.0
2400.0,4.0,5.0,1,1.0,12500.0,other,300.0
1375.0,3.0,3.0,1,0.0,4145.454545454545,other,57.0
3715.0,6.0,4.0,1,0.0,6043.06864064603,Old Madras Road,224.5
1400.0,2.0,3.0,1,2.0,3428.5714285714284,other,48.0
1100.0,5.0,5.0,1,0.0,12272.727272727272,other,135.0
1200.0,4.0,4.0,1,2.0,17916.666666666668,other,215.0
1150.0,2.0,2.0,1,2.0,4000.0,Yelahanka,46.0
1080.0,2.0,2.0,1,1.0,5000.0,Hebbal,54.0
1645.0,3.0,3.0,1,2.0,6079.0273556231,other,100.0
1760.0,3.0,3.0,1,3.0,10000.0,other,176.0
595.0,1.0,1.0,1,1.0,7058.823529411765,other,42.0
1200.0,3.0,3.0,1,1.0,10416.666666666666,other,125.0
4624.5,4.0,4.0,0,0.0,6800.735214617796,JP Nagar,314.5
1410.0,2.0,2.0,1,3.0,4751.77304964539,other,67.0
1090.0,2.0,2.0,0,1.0,2888.0733944954127,other,31.48
540.0,1.0,1.0,1,0.0,5555.555555555556,Ramagondanahalli,30.0
1300.0,2.0,2.0,1,2.0,4615.384615384615,Sarjapur  Road,60.0
1890.0,2.0,3.0,1,2.0,4497.354497354498,other,85.0
1254.0,2.0,2.0,1,1.0,4226.475279106858,other,53.0
2800.0,7.0,7.0,1,2.0,4464.285714285715,other,125.0
1275.0,2.0,2.0,1,2.0,9411.764705882353,other,120.0
1245.0,2.0,3.0,1,2.0,5500.401606425703,other,68.48
1170.0,2.0,2.0,1,2.0,7350.427350427351,other,86.0
1193.0,2.0,2.0,0,1.0,7208.717518860017,Panathur,86.0
850.0,2.0,2.0,0,1.0,2988.235294117647,Chandapura,25.4
1678.0,3.0,3.0,1,3.0,4171.6328963051255,Marathahalli,70.0
1600.0,3.0,3.0,1,3.0,4687.5,other,75.0
1750.0,3.0,3.0,1,2.0,4800.0,Electronics City Phase 1,84.0
1125.0,2.0,2.0,0,2.0,5511.111111111111,Whitefield,62.0
2200.0,4.0,4.0,1,3.0,10681.818181818182,other,235.0
2800.0,2.0,3.0,1,0.0,7142.857142857143,other,200.0
1200.0,2.0,2.0,1,1.0,10000.0,other,120.0
1000.0,2.0,2.0,1,1.0,5000.0,other,50.0
2780.0,5.0,4.0,1,2.0,17266.187050359713,other,480.0
1320.0,2.0,3.0,0,1.0,2888.636363636364,Electronic City Phase II,38.13
8000.0,27.0,27.0,1,0.0,2875.0,other,230.0
2422.0,4.0,4.0,1,2.0,6606.110652353427,other,160.0
1100.0,2.0,2.0,1,1.0,4545.454545454545,Kasavanhalli,50.0
882.0,2.0,2.0,1,1.0,3401.360544217687,Uttarahalli,30.0
845.0,2.0,2.0,1,1.0,4378.698224852071,Bisuvanahalli,37.0
883.0,2.0,2.0,1,1.0,4416.761041902605,other,39.0
1595.0,3.0,3.0,1,3.0,5517.241379310345,other,88.0
1280.0,2.0,2.0,1,0.0,6640.625,Whitefield,85.0
1700.0,2.0,4.0,1,1.0,32352.941176470587,other,550.0
920.0,2.0,2.0,1,0.0,3804.3478260869565,other,35.0
1300.0,2.0,2.0,1,3.0,4384.615384615385,other,57.0
1450.0,1.0,2.0,1,0.0,15862.068965517241,other,230.0
1757.0,3.0,3.0,1,2.0,7512.805919180421,Harlur,132.0
600.0,1.0,1.0,1,1.0,2750.0,other,16.5
2400.0,3.0,4.0,1,2.0,5916.666666666667,other,142.0
1240.0,2.0,2.0,1,1.0,3548.3870967741937,Sarjapur,44.0
750.0,10.0,10.0,1,2.0,12000.0,other,90.0
1330.0,2.0,2.0,0,1.0,7019.548872180451,other,93.36
1062.0,2.0,2.0,1,1.0,3999.0583804143125,8th Phase JP Nagar,42.47
1078.0,2.0,2.0,1,2.0,4174.397031539888,JP Nagar,45.0
1460.0,2.0,3.0,1,2.0,4931.506849315068,Bannerghatta Road,72.0
1200.0,3.0,3.0,0,2.0,5708.333333333333,Whitefield,68.5
1200.0,1.0,1.0,1,1.0,4000.0,other,48.0
912.0,2.0,3.0,1,1.0,4276.315789473684,other,39.0
2400.0,5.0,5.0,1,1.0,26041.666666666668,other,625.0
2028.0,4.0,4.0,1,3.0,7988.165680473373,other,162.0
980.0,2.0,2.0,0,1.0,4639.7959183673465,other,45.47
1000.0,2.0,2.0,1,2.0,4000.0,Sarjapur  Road,40.0
1050.0,2.0,2.0,1,1.0,5904.761904761905,Sarjapur  Road,62.0
2611.0,3.0,3.0,0,1.0,9153.581003446956,other,239.0
1875.0,2.0,3.0,1,2.0,8000.0,other,150.0
1065.0,2.0,2.0,1,1.0,4000.0,Hennur Road,42.6
1800.0,3.0,3.0,1,2.0,10000.0,other,180.0
1163.0,2.0,2.0,1,2.0,8500.42992261393,other,98.86
1098.0,2.0,2.0,1,1.0,6557.377049180328,other,72.0
1725.0,2.0,3.0,1,2.0,5797.101449275362,other,100.0
4000.0,4.0,4.0,1,2.0,8250.0,Whitefield,330.0
1128.0,2.0,2.0,1,2.0,6648.936170212766,other,75.0
1320.0,6.0,8.0,1,2.0,15151.515151515152,other,200.0
1705.0,3.0,3.0,1,1.0,4349.560117302053,Yelahanka,74.16
1418.0,2.0,2.0,1,2.0,6699.576868829337,Thigalarapalya,95.0
1500.0,3.0,3.0,1,1.0,10666.666666666666,Ramamurthy Nagar,160.0
1100.0,2.0,2.0,1,2.0,4545.454545454545,Hebbal,50.0
1464.0,3.0,3.0,1,2.0,3825.136612021858,other,56.0
812.0,2.0,2.0,0,2.0,6773.399014778325,Hebbal,55.0
1280.0,2.0,2.0,1,2.0,3125.0,other,40.0
1420.0,2.0,2.0,1,2.0,9577.464788732394,Whitefield,136.0
1200.0,11.0,11.0,1,0.0,14166.666666666666,other,170.0
727.0,6.0,6.0,1,2.0,9078.40440165062,other,66.0
1200.0,2.0,4.0,1,1.0,12500.0,other,150.0
2774.0,4.0,4.0,0,2.0,7462.148521989906,other,207.0
2000.0,3.0,3.0,1,2.0,4250.0,other,85.0
1722.0,3.0,3.0,1,2.0,5516.8408826945415,other,95.0
2800.0,3.0,3.0,1,1.0,11785.714285714286,other,330.0
1650.0,3.0,3.0,1,3.0,10606.060606060606,other,175.0
840.0,2.0,2.0,1,2.0,3214.285714285714,other,27.0
914.0,2.0,2.0,1,2.0,5142.231947483589,Jigani,47.0
1482.0,2.0,3.0,0,2.0,5649.797570850203,Hennur Road,83.73
1724.0,3.0,3.0,0,2.0,7366.589327146172,other,127.0
1670.0,3.0,3.0,1,3.0,5500.5988023952095,other,91.86
1184.0,2.0,2.0,1,3.0,4476.351351351352,other,53.0
1200.0,2.0,2.0,1,1.0,4583.333333333333,other,55.0
1200.0,2.0,2.0,1,0.0,5416.666666666667,TC Palaya,65.0
927.0,2.0,2.0,1,2.0,5933.117583603021,Jigani,55.0
1242.0,2.0,2.0,1,3.0,3196.45732689211,other,39.7
1220.0,3.0,3.0,0,1.0,2887.7049180327863,Electronic City Phase II,35.23
1360.0,2.0,3.0,1,1.0,5514.705882352941,Electronic City,75.0
2800.0,4.0,4.0,1,2.0,8571.42857142857,other,240.0
1180.0,2.0,2.0,1,2.0,6101.6949152542375,7th Phase JP Nagar,72.0
1697.0,3.0,3.0,1,2.0,6364.172068355922,Whitefield,108.0
550.0,2.0,2.0,1,1.0,4727.272727272727,other,26.0
1225.0,2.0,2.0,1,1.0,4653.061224489796,Hennur,57.0
1690.0,2.0,3.0,1,2.0,3254.437869822485,other,55.0
1660.0,10.0,10.0,0,2.0,28614.4578313253,other,475.0
1488.0,3.0,3.0,1,2.0,3830.6451612903224,other,57.0
1250.0,2.0,3.0,1,1.0,6400.0,other,80.0
1050.0,1.0,1.0,1,1.0,4190.476190476191,JP Nagar,44.0
1027.0,2.0,2.0,1,2.0,4284.323271665044,HSR Layout,44.0
1699.0,3.0,3.0,0,3.0,4822.836962919364,Kanakpura Road,81.94
1205.0,2.0,2.0,1,2.0,4813.278008298756,Whitefield,58.0
712.0,2.0,4.0,1,1.0,9480.337078651686,other,67.5
950.0,2.0,2.0,0,3.0,4105.263157894737,other,39.0
1200.0,2.0,2.0,1,0.0,5833.333333333333,TC Palaya,70.0
1476.0,3.0,3.0,1,1.0,8130.081300813008,Akshaya Nagar,120.0
1070.0,2.0,2.0,1,1.0,5140.186915887851,other,55.0
2160.0,4.0,3.0,1,2.0,7962.962962962963,other,172.0
1296.0,2.0,2.0,1,1.0,5787.037037037037,other,75.0
1800.0,1.0,2.0,1,1.0,7111.111111111111,other,128.0
1570.0,3.0,3.0,1,3.0,4108.28025477707,Kanakpura Road,64.5
1300.0,2.0,2.0,1,3.0,8461.538461538461,Koramangala,110.0
1550.0,2.0,4.0,1,2.0,4193.548387096775,Sarjapur,65.0
770.0,1.0,2.0,1,1.0,5194.805194805195,Electronic City,40.0
1870.0,3.0,3.0,1,2.0,5882.35294117647,Jalahalli,110.0
1650.0,4.0,3.0,1,2.0,9696.969696969696,other,160.0
1429.0,3.0,3.0,1,3.0,6018.194541637508,other,86.0
1167.0,2.0,3.0,0,2.0,3425.8783204798624,other,39.98
1035.0,2.0,2.0,0,1.0,4031.884057971014,other,41.73
1188.0,2.0,3.0,1,2.0,3198.6531986531986,Kengeri,38.0
1200.0,4.0,5.0,1,2.0,23750.0,other,285.0
884.0,2.0,1.0,1,2.0,4072.398190045249,Nagarbhavi,36.0
1194.0,2.0,2.0,1,2.0,3852.5963149078725,Haralur Road,46.0
1026.0,2.0,2.0,0,1.0,5932.748538011696,Hoodi,60.87
1400.0,6.0,7.0,1,3.0,14285.714285714286,other,200.0
1115.0,2.0,2.0,1,2.0,4484.304932735426,other,50.0
1200.0,2.0,2.0,1,1.0,10416.666666666666,other,125.0
2690.0,4.0,4.0,0,3.0,7100.371747211896,other,191.0
975.0,2.0,2.0,1,1.0,5948.717948717948,other,58.0
675.0,3.0,3.0,1,2.0,10740.74074074074,Hosa Road,72.5
1900.0,2.0,4.0,1,1.0,8947.368421052632,other,170.0
600.0,3.0,3.0,0,1.0,16666.666666666668,Banashankari,100.0
1101.0,2.0,2.0,1,2.0,5949.13714804723,other,65.5
1700.0,3.0,3.0,1,3.0,7941.176470588235,Sarjapur  Road,135.0
3606.0,4.0,4.0,1,2.0,8652.246256239601,Whitefield,312.0
1258.0,2.0,2.0,1,2.0,9141.494435612083,other,115.0
1560.0,3.0,3.0,1,2.0,5897.4358974358975,Kanakpura Road,92.0
3630.0,6.0,4.0,1,1.0,5371.900826446281,Old Madras Road,195.0
2000.0,3.0,3.0,1,2.0,12500.0,JP Nagar,250.0
2790.0,4.0,4.0,0,3.0,7096.774193548387,Hebbal,198.0
1494.0,2.0,3.0,0,2.0,6328.647925033467,other,94.55
1482.0,2.0,3.0,0,1.0,5870.4453441295545,Hennur Road,87.0
800.0,2.0,2.0,1,3.0,6250.0,other,50.0
1185.0,2.0,2.0,1,2.0,3999.15611814346,Raja Rajeshwari Nagar,47.39
1100.0,2.0,2.0,1,2.0,6500.0,Hulimavu,71.5
1300.0,2.0,2.0,1,0.0,9230.76923076923,other,120.0
1225.0,2.0,2.0,1,2.0,12244.897959183674,other,150.0
1758.0,3.0,3.0,1,2.0,3697.3833902161546,Hulimavu,65.0
1145.0,2.0,2.0,1,2.0,4803.493449781659,other,55.0
1180.0,2.0,2.0,1,2.0,4237.28813559322,Hormavu,50.0
1260.0,2.0,2.0,1,2.0,4603.174603174603,other,58.0
